SNo,Date,Voucher No,Branch,Party,Product,Net Amount,Division
3200,12-06-2019,SI-SCV 116,ANDHRA,MANOHAR.K,SKY Smart Cool 18AL,"7,000.00",SKYZEN
3201,12-06-2019,SI-SLV 68,ANDHRA,GVS TECHNOLOGIES,SKYZEN LED VINTEL40S,"37,180.00",SKYZEN
3202,12-06-2019,SI-SLV 68,ANDHRA,GVS TECHNOLOGIES,SKYZEN LED V40,"127,920.00",SKYZEN
3203,12-06-2019,SI-SLV 68,ANDHRA,GVS TECHNOLOGIES,SKYZEN LED M42S,"184,900.00",SKYZEN
3204,12-06-2019,SI-SLV 69,ANDHRA,GVS TECHNOLOGIES,SKYZEN LED M24D,"145,000.00",SKYZEN
3205,12-06-2019,SI-SLV 69,ANDHRA,GVS TECHNOLOGIES,SKYZEN LED M32M,"284,700.00",SKYZEN
3206,12-06-2019,SI-SLV 69,ANDHRA,GVS TECHNOLOGIES,TROLLY SUITCASE,"40,000.00",SKYZEN
3207,12-06-2019,SI-SLV 70,ANDHRA,RUCHITA HOME NEEDS & ELECTRONICS,SKYZEN LED M24D,"31,450.00",SKYZEN
3208,12-06-2019,SI-SLV 70,ANDHRA,RUCHITA HOME NEEDS & ELECTRONICS,SKYZEN LED M32,"27,270.00",SKYZEN
3209,12-06-2019,SI-SLV 71,ANDHRA,SONOVISION WATCH AND ELECTRONICS,SKYZEN LED M32,"54,540.00",SKYZEN
3210,12-06-2019,SI-SOO 38,ANDHRA,MADHU AGENCIES,SKY WASHER SZ 802,"416,700.00",SKYZEN
3211,12-06-2019,SI-SOO 39,ANDHRA,SREE BALAJI AGENCIES,SKY WASHER SZ 801,"198,240.00",SKYZEN
3212,12-06-2019,SI-SOO 39,ANDHRA,SREE BALAJI AGENCIES,FRES SMILE,"154,500.00",SKYZEN
3213,12-06-2019,SI-SOO 39,ANDHRA,SREE BALAJI AGENCIES,Smile Trolly,"22,500.00",SKYZEN
3214,12-06-2019,SI-SOV 87,ANDHRA,GVS TECHNOLOGIES,SKY SEMI WM SD 72R BUCKET,"68,500.00",SKYZEN
3215,12-06-2019,SI-SOV 87,ANDHRA,GVS TECHNOLOGIES,SKY SEMI WM SD 75P,"215,700.00",SKYZEN
3216,12-06-2019,SI-SOV 87,ANDHRA,GVS TECHNOLOGIES,SKY SEMI WM SD 81R,"173,860.00",SKYZEN
3217,12-06-2019,SI-SOV 88,ANDHRA,SRI DHANALAKSHMI AGENCIES,SKY SEMI WM SD 75P,"15,113.40",SKYZEN
3218,12-06-2019,SI-SOV 88,ANDHRA,SRI DHANALAKSHMI AGENCIES,SKY SEMI WM SD 81R,"36,626.80",SKYZEN
3219,12-06-2019,SI-SOV 88,ANDHRA,SRI DHANALAKSHMI AGENCIES,TROLLY SUITCASE,"2,000.00",SKYZEN
3220,12-06-2019,SI-SOV 88,ANDHRA,SRI DHANALAKSHMI AGENCIES,,-0.20,SKYZEN
3221,12-06-2019,SI-SOV 89,ANDHRA,KALYANA CHAKRAVARTHI,SKY SEMI WM SD 72R BUCKET,"14,100.00",SKYZEN
3222,12-06-2019,SI-SOV 90,ANDHRA,SONOVISION WATCH AND ELECTRONICS,SKY SEMI WM SD 72R BUCKET,"35,250.00",SKYZEN
3223,12-06-2019,SI-SOV 91,ANDHRA,VEERA BHASKHARA ENTERPRISES,SKY SEMI WM SD 72R BUCKET,"14,100.00",SKYZEN
3224,12-06-2019,SI-SOV 92,ANDHRA,SRI SAI ELECTRONICS,SKY SEMI WM SD 72R BUCKET,"68,500.00",SKYZEN
3225,12-06-2019,SI-SOV 92,ANDHRA,SRI SAI ELECTRONICS,SKY SEMI WM SD 75P,"14,980.00",SKYZEN
3226,12-06-2019,SI-SOV 92,ANDHRA,SRI SAI ELECTRONICS,SKY SEMI WM SD 81R,"27,270.00",SKYZEN
3227,12-06-2019,SI-SOV 92,ANDHRA,SRI SAI ELECTRONICS,TROLLY SUITCASE,"4,000.00",SKYZEN
3228,12-06-2019,SI-STIP 9,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),KEN TURBOCOOL DX,"12,000.00",KENSTAR
3229,12-06-2019,SI-STIP 9,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),SKY WASHER SZ 802,"36,000.00",SKYZEN
3230,12-06-2019,TP-SI-P 39,PONNUR,JAYAENTERPRISES,SKY PEARL,"4,000.00",SKYZEN
3231,13-06-2019,CSI-CONG 108,ONGOLE,CASH ACCOUNT NANO,SAFARI AIR COOLER,"2,500.00",CVCRM
3232,13-06-2019,CSI-ONG 108,ANDHRA,CASH ACCOUNT NANO,SAFARI AIR COOLER,"1,500.00",CVCRM
3233,13-06-2019,SI-CBO 130,ANDHRA,SHYAM AND RAM ELECTRONICS,AIRCOOLER,"48,000.00",CVCRM
3234,13-06-2019,SI-CBO 131,ANDHRA,JYOTHI ELECTRONICS,AIRCOOLER,"48,000.00",CVCRM
3235,13-06-2019,SI-CBO 131,ANDHRA,JYOTHI ELECTRONICS,SWING MOTOR,900.00,CVCRM
3236,13-06-2019,SI-CBO 131,ANDHRA,JYOTHI ELECTRONICS,ROTARY SWITCH FUNCTION ERS 14M,200.00,SKYZEN
3237,13-06-2019,SI-CBO 131,ANDHRA,JYOTHI ELECTRONICS,CVCRM NOBS,180.00,CVCRM
3238,13-06-2019,SI-CBO 131,ANDHRA,JYOTHI ELECTRONICS,FAN BLADES,"1,200.00",SKYZEN
3239,13-06-2019,SI-CBO 132,ANDHRA,MURALI ELECTRONICS,AIRCOOLER,"1,770.00",CVCRM
3240,13-06-2019,SI-CCBO 130,ONGOLE,SHYAM AND RAM ELECTRONICS,SAFARI WHITE AIR COOLER,"38,400.00",CVCRM
3241,13-06-2019,SI-CCBO 130,ONGOLE,SHYAM AND RAM ELECTRONICS,TAX FOR COOLERS,"7,320.00",CVCRM
3242,13-06-2019,SI-CCBO 131,ONGOLE,JYOTHI ELECTRONICS,SAFARI WHITE AIR COOLER,"40,800.00",CVCRM
3243,13-06-2019,SI-CCBO 131,ONGOLE,JYOTHI ELECTRONICS,TAX FOR COOLERS,"7,320.00",CVCRM
3244,13-06-2019,SI-CCBO 131,ONGOLE,JYOTHI ELECTRONICS,SPARES(COOLERS),0.03,CVCRM
3245,13-06-2019,SI-CCBO 131,ONGOLE,JYOTHI ELECTRONICS,,-0.03,SKYZEN
3246,13-06-2019,SI-CCBO 132,ONGOLE,MURALI ELECTRONICS,SAFARI WHITE AIR COOLER,"2,100.00",CVCRM
3247,13-06-2019,SI-CCBO 132,ONGOLE,MURALI ELECTRONICS,SAFARI WHITE AIR COOLER,"57,600.00",CVCRM
3248,13-06-2019,SI-SOH 93,TELANGANA,SHIRIDISAI ELECTRONICS,SKY SEMI WM SD 72R BUCKET,"14,100.00",SKYZEN
3249,13-06-2019,SI-SOH 93,TELANGANA,SHIRIDISAI ELECTRONICS,SKY SEMI WM SD 75P,"15,780.00",SKYZEN
3250,13-06-2019,SI-SOH 94,TELANGANA,KUNJETI ELECTRICALS AND GENERAL TRADERS,SKY SEMI WM SD 72R BUCKET,"35,250.00",SKYZEN
3251,13-06-2019,SI-SOH 95,TELANGANA,SRI SAI MARK ENTERPRISES,SKYZEN LED M32,"27,270.00",SKYZEN
3252,13-06-2019,SI-SOH 95,TELANGANA,SRI SAI MARK ENTERPRISES,SKYZEN LED M32S,"34,770.00",SKYZEN
3253,13-06-2019,SI-SOH 96,TELANGANA,SRM ELECTRONICS NANDYAL,SKY SEMI WM SD 75P,"15,780.00",SKYZEN
3254,13-06-2019,SI-SOH 96,TELANGANA,SRM ELECTRONICS NANDYAL,SKY SEMI WM SD 72R BUCKET,"21,150.00",SKYZEN
3255,13-06-2019,SI-SOV 93,ANDHRA,LAKSHMI SRINIVASA AGENCY,SKY WASHER SZ 900,"9,200.00",SKYZEN
3256,13-06-2019,SI-SOV 94,ANDHRA,NEW GLASS HOUSE,SKY SEMI WM SD 72R BUCKET,"14,100.00",SKYZEN
3257,13-06-2019,SI-SOV 94,ANDHRA,NEW GLASS HOUSE,SKY SEMI WM SD 75P,"15,780.00",SKYZEN
3258,13-06-2019,SI-SOV 94,ANDHRA,NEW GLASS HOUSE,SKY SEMI WM SD 81R,"18,980.00",SKYZEN
3259,13-06-2019,SI-SOV 95,ANDHRA,VK ENTERPRISES,SKY WATER DIS 21B FSR,"33,950.00",SKYZEN
3260,13-06-2019,TO-SI-ONG 28,ONGOLE,SRI GAYATRI ELECTRONICS,SAFARI AIR COOLER,"14,400.00",CVCRM
3261,13-06-2019,TO-SI-ONG 28,ONGOLE,SRI GAYATRI ELECTRONICS,SAFARI WHITE AIR COOLER,"21,600.00",CVCRM
3262,13-06-2019,TP-SI-MFGP 238,PONNUR,ANWAR HOME NEEDS,SAFARI WHITE AIR COOLER,"28,800.00",CVCRM
3263,13-06-2019,TP-SI-MFGP 239,PONNUR,RAFI ELECTRONICS,SAFARI WHITE AIR COOLER,"21,600.00",CVCRM
3264,13-06-2019,TP-SI-MFGP 240,PONNUR,RASHEED ELECTRONICS & HOME NEEDS,SAFARI WHITE AIR COOLER,"7,200.00",CVCRM
3265,13-06-2019,TP-SI-MFGP 240,PONNUR,RASHEED ELECTRONICS & HOME NEEDS,FAN MOTOR,"1,300.00",CVCRM
3266,13-06-2019,TP-SI-MFGP 241,PONNUR,RAMU ELECTRONICS,SAFARI WHITE AIR COOLER,"3,600.00",CVCRM
3267,13-06-2019,TP-SI-MFGP 242,PONNUR,GANESH ENTERPRISES,SAFARI WHITE AIR COOLER,"3,600.00",CVCRM
3268,13-06-2019,TP-SI-MFGP 242,PONNUR,GANESH ENTERPRISES,SAFARI AIR COOLER,"10,800.00",CVCRM
3269,13-06-2019,TP-SI-MFGP 243,PONNUR,SAI TEJA ELECTRONICS,SAFARI WHITE AIR COOLER,"14,400.00",CVCRM
3270,14-06-2019,CSI-CONG 111,ONGOLE,CASH ACCOUNT NANO,SAFARI AIR COOLER,"2,000.00",CVCRM
3271,14-06-2019,CSI-CONG 111,ONGOLE,CASH ACCOUNT NANO,STORM AIR COOLER,"2,000.00",CVCRM
3272,14-06-2019,CSI-CONG 112,ONGOLE,CASH ACCOUNT NANO,SAFARI AIR COOLER,"1,800.00",CVCRM
3273,14-06-2019,CSI-ONG 109,ANDHRA,CASH ACCOUNT NANO,SKY Smile Blower,"6,000.00",SKYZEN
3274,14-06-2019,CSI-ONG 109,ANDHRA,CASH ACCOUNT NANO,Smile Trolly,500.00,SKYZEN
3275,14-06-2019,CSI-ONG 110,ANDHRA,CASH ACCOUNT NANO,SKY Smile Blower,"6,000.00",SKYZEN
3276,14-06-2019,CSI-ONG 110,ANDHRA,CASH ACCOUNT NANO,Smile Trolly,500.00,SKYZEN
3277,14-06-2019,CSI-ONG 111,ANDHRA,CASH ACCOUNT NANO,STORM AIR COOLER,"1,500.00",CVCRM
3278,14-06-2019,CSI-ONG 111,ANDHRA,CASH ACCOUNT NANO,SAFARI AIR COOLER,"1,500.00",CVCRM
3279,14-06-2019,CSI-ONG 112,ANDHRA,CASH ACCOUNT NANO,SAFARI AIR COOLER,"1,500.00",CVCRM
3280,14-06-2019,SI-SCV 117,ANDHRA,VIJAY TV HOME,SKY Smile Blower,"28,000.00",SKYZEN
3281,14-06-2019,SI-SCV 117,ANDHRA,VIJAY TV HOME,Smile Trolly,"2,000.00",SKYZEN
3282,14-06-2019,SI-SCV 117,ANDHRA,VIJAY TV HOME,SKY WASHER SZ 802,"23,125.00",SKYZEN
3283,14-06-2019,SI-SLH 65,TELANGANA,SHREEJA ENTERPRISES,SKYZEN LED M32,"161,700.00",SKYZEN
3284,14-06-2019,SI-SOH 97,TELANGANA,PRIME ENTERPRZS,SKY SEMI WM SD 72R BUCKET,"34,251.00",SKYZEN
3285,14-06-2019,SI-SOH 98,TELANGANA,KHATER ELECTRONICS,SKY SEMI WM SD 72R BUCKET,"69,900.00",SKYZEN
3286,14-06-2019,SI-SOH 99,TELANGANA,NAGA SAI HOME APPLIANCE,SKY SEMI WM SD 72R BUCKET,"34,950.00",SKYZEN
3287,14-06-2019,SI-SOH 100,TELANGANA,KAVYA ENTERPRISES,SKY SEMI WM SD 72R BUCKET,"34,950.00",SKYZEN
3288,14-06-2019,SI-SOH 101,TELANGANA,SHREEJA ENTERPRISES,SKY SEMI WM SD 68R,"85,680.00",SKYZEN
3289,14-06-2019,SI-SOH 101,TELANGANA,SHREEJA ENTERPRISES,SKY SEMI WM SD 72R BUCKET,"89,570.00",SKYZEN
3290,14-06-2019,SI-SOH 101,TELANGANA,SHREEJA ENTERPRISES,SKY SEMI WM SD 81R,"100,716.00",SKYZEN
3291,14-06-2019,SI-SOH 101,TELANGANA,SHREEJA ENTERPRISES,SKY WATER DIS 21B FSR,"6,790.00",SKYZEN
3292,14-06-2019,SI-SOH 101,TELANGANA,SHREEJA ENTERPRISES,SKY WASHER SZ 900,"85,900.00",SKYZEN
3293,14-06-2019,SI-SOH 102,TELANGANA,VIMAL HOME APPLIANCES,SKY SEMI WM SD 72R BUCKET,"34,950.00",SKYZEN
3294,14-06-2019,SI-SOV 96,ANDHRA,SRI SAI LAKSHMI AGENCIES,SKY SEMI WM SD 72R BUCKET,"20,970.00",SKYZEN
3295,14-06-2019,SI-SOV 96,ANDHRA,SRI SAI LAKSHMI AGENCIES,SKY WASHER SZ 802,"22,750.00",SKYZEN
3296,14-06-2019,SI-SOV 96,ANDHRA,SRI SAI LAKSHMI AGENCIES,SKY SEMI WM SD 75P,"15,780.00",SKYZEN
3297,14-06-2019,SI-SOV 97,ANDHRA,GVS TECHNOLOGIES,SKY WASHER SZ 802,"83,340.00",SKYZEN
3298,14-06-2019,SI-SOV 97,ANDHRA,GVS TECHNOLOGIES,SKY Thunder Cool 18AL,"6,883.00",SKYZEN
3299,14-06-2019,SI-SOV 98,ANDHRA,GVS TECHNOLOGIES,SKY SEMI WM SD 72R BUCKET,"6,790.00",SKYZEN
3300,14-06-2019,SI-SOV 99,ANDHRA,BHAGYA LAKSHMI HOME NEEDS,SKY WASHER SZ 802,"27,750.00",SKYZEN
3301,14-06-2019,SI-SOV 100,ANDHRA,SRI RAJA ELECTRONICS,SKY Smart Cool 18ALR-H-BT+USB,"9,984.00",SKYZEN
3302,14-06-2019,TP-SI-MFGP 244,PONNUR,RAFI ELECTRONICS,SAFARI WHITE AIR COOLER,"21,600.00",CVCRM
3303,14-06-2019,TP-SI-MFGP 245,PONNUR,RAMU ELECTRONICS,SAFARI WHITE AIR COOLER,"7,200.00",CVCRM
3304,15-06-2019,SI-CBO 133,ANDHRA,JYOTHI ELECTRONICS,AIRCOOLER,"60,000.00",CVCRM
3305,15-06-2019,SI-CCBO 133,ONGOLE,JYOTHI ELECTRONICS,TYPHOON AL AIRCOOLER,"63,000.00",CVCRM
3306,15-06-2019,SI-CCBO 133,ONGOLE,JYOTHI ELECTRONICS,TAX FOR COOLERS,"9,150.00",CVCRM
3307,15-06-2019,SI-SCO 57,ANDHRA,SRI VENKATA SIVA SAI FURNITURES,SKY Smart Cool 18ALH,"8,000.00",SKYZEN
3308,15-06-2019,SI-SCO 58,ANDHRA,SRI RAJYALAKSHMI ELECTRONICS & HOME NEEDS,SKY Smile Blower,"115,200.00",SKYZEN
3309,15-06-2019,SI-SCO 58,ANDHRA,SRI RAJYALAKSHMI ELECTRONICS & HOME NEEDS,Smile Trolly,"9,600.00",SKYZEN
3310,15-06-2019,SI-SCO 58,ANDHRA,SRI RAJYALAKSHMI ELECTRONICS & HOME NEEDS,SKY WASHER SZ 802,"23,125.00",SKYZEN
3311,15-06-2019,SI-SCV 118,ANDHRA,VK ENTERPRISES,SKY Smart Cool 18AL,"7,213.00",SKYZEN
3312,15-06-2019,SI-SCV 118,ANDHRA,VK ENTERPRISES,SKY Thunder Cool 18AL,"13,766.00",SKYZEN
3313,15-06-2019,SI-SCV 118,ANDHRA,VK ENTERPRISES,SKY Smile Blower,"34,083.00",SKYZEN
3314,15-06-2019,SI-SCV 118,ANDHRA,VK ENTERPRISES,TROLLY SUITCASE,"40,000.00",SKYZEN
3315,15-06-2019,SI-SLH 66,TELANGANA,RISHI ENTERPRISES,SKYZEN LED M42S,"110,940.00",SKYZEN
3316,15-06-2019,SI-SOH 103,TELANGANA,RISHI ENTERPRISES,SKY SEMI WM SD 68R,"71,400.00",SKYZEN
3317,15-06-2019,SI-SOH 103,TELANGANA,RISHI ENTERPRISES,SKY SEMI WM SD 72R BUCKET,"40,740.00",SKYZEN
3318,15-06-2019,SI-SOH 103,TELANGANA,RISHI ENTERPRISES,SKY SEMI WM SD 75P,"43,140.00",SKYZEN
3319,15-06-2019,SI-SOH 103,TELANGANA,RISHI ENTERPRISES,TROLLY SUITCASE,"12,000.00",SKYZEN
3320,15-06-2019,SI-SOV 101,ANDHRA,VK ENTERPRISES,SKY SEMI WM SD 75P,"71,900.00",SKYZEN
3321,15-06-2019,SI-SOV 101,ANDHRA,VK ENTERPRISES,SKY SEMI WM SD 81R,"43,465.00",SKYZEN
3322,15-06-2019,SI-SOV 101,ANDHRA,VK ENTERPRISES,SKY SEMI WM SD 90R,"9,398.00",SKYZEN
3323,15-06-2019,SI-STIPO 13,ANDHRA,SAI TEJA INDO PLAST HYD,SKY WASHER SZ 802,"551,000.00",SKYZEN
3324,15-06-2019,SI-STIPO 13,ANDHRA,SAI TEJA INDO PLAST HYD,SKY WASHER SZ 900,"276,900.00",SKYZEN
3325,15-06-2019,TO-SI-ONG 29,ONGOLE,SRI VENKATA SIVA SAI FURNITURES,SAFARI AIR COOLER,"8,200.00",CVCRM
3326,16-06-2019,SI-SOO 40,ANDHRA,SRI HANUMAN ENTERPRISES,SKY WASHER SZ 802,"408,366.00",SKYZEN
3327,16-06-2019,TO-SI-ONG 33,ONGOLE,SHYAM AND RAM ELECTRONICS,TYPHOON AL WHITE AIRCOLER,"82,000.00",CVCRM
3328,16-06-2019,TO-SI-ONG 33,ONGOLE,SHYAM AND RAM ELECTRONICS,SKY DRAIN PLUG,20.00,SERVICE
3329,17-06-2019,SI-CBO 134,ANDHRA,SRINIVASA AGENCIES,AIRCOOLER,"42,480.00",CVCRM
3330,17-06-2019,SI-CCBO 134,ONGOLE,SRINIVASA AGENCIES,TYPHOON AIR WHITE COOLER,"62,400.00",CVCRM
3331,17-06-2019,SI-SCO 59,ANDHRA,JAYAENTERPRISES,SKY Smart Cool 18ALH,"8,000.00",SKYZEN
3332,17-06-2019,SI-SCO 59,ANDHRA,JAYAENTERPRISES,SKY Smile Blower,"10,800.00",SKYZEN
3333,17-06-2019,SI-SCO 59,ANDHRA,JAYAENTERPRISES,Smile Trolly,900.00,SKYZEN
3334,17-06-2019,SI-SLH 67,TELANGANA,AMBIKA APPLIANCES PVT LTD,SKYZEN LED M55S,"43,690.00",SKYZEN
3335,17-06-2019,SI-SLH 68,TELANGANA,SRM ELECTRONICS NANDYAL,SKYZEN LED M42S,"37,980.00",SKYZEN
3336,17-06-2019,SI-SOH 104,TELANGANA,ASIAN ELECTRONICS,SKY WASHER SZ 802,"133,344.00",SKYZEN
3337,17-06-2019,SI-SOH 105,TELANGANA,ASIAN ELECTRONICS,SKY WASHER SZ 802,"45,837.00",SKYZEN
3338,17-06-2019,SI-SOH 105,TELANGANA,ASIAN ELECTRONICS,SKY WASHER SZ 900,"85,900.00",SKYZEN
3339,17-06-2019,SI-SOH 106,TELANGANA,RS ENTERPRISES,SKY SEMI WM SD 75P,"35,950.00",SKYZEN
3340,17-06-2019,SI-SOH 106,TELANGANA,RS ENTERPRISES,SKY WASHER SZ 802,"61,005.00",SKYZEN
3341,17-06-2019,SI-SOH 106,TELANGANA,RS ENTERPRISES,SKY WASHER SZ 900,"41,950.00",SKYZEN
3342,17-06-2019,SI-SOH 107,TELANGANA,AMBIKA APPLIANCES PVT LTD,SKY WASHER SZ 900,"97,125.00",SKYZEN
3343,17-06-2019,SI-SOH 107,TELANGANA,AMBIKA APPLIANCES PVT LTD,SKY SEMI WM SD 68R,"66,780.00",SKYZEN
3344,17-06-2019,SI-SOH 107,TELANGANA,AMBIKA APPLIANCES PVT LTD,SKY SEMI WM SD 75P,"71,900.00",SKYZEN
3345,17-06-2019,SI-SOH 107,TELANGANA,AMBIKA APPLIANCES PVT LTD,SKY SEMI WM SD 81R,"86,930.00",SKYZEN
3346,17-06-2019,SI-SOH 108,TELANGANA,SRM ELECTRONICS NANDYAL,TROLLY SUITCASE,"6,000.00",SKYZEN
3347,17-06-2019,SI-SOH 109,TELANGANA,PARMAR BUSSINESS SOLUTIONS PVT LTD,SKY SEMI WM SD 72R BUCKET,"6,990.00",SKYZEN
3348,17-06-2019,SI-SOH 109,TELANGANA,PARMAR BUSSINESS SOLUTIONS PVT LTD,SKY SEMI WM SD 75P,"7,890.00",SKYZEN
3349,17-06-2019,SI-SOH 109,TELANGANA,PARMAR BUSSINESS SOLUTIONS PVT LTD,SKY SEMI WM SD 81R,"9,490.00",SKYZEN
3350,17-06-2019,SI-SOO 41,ANDHRA,HS ENTERPRISE NEW,SKY WASHER SZ 900,"107,375.00",SKYZEN
3351,17-06-2019,SI-SOO 41,ANDHRA,HS ENTERPRISE NEW,SKY WASHER SZ 802,"312,525.00",SKYZEN
3352,17-06-2019,SI-SOO 42,ANDHRA,RAYALASEEMA AGENCIES,SKY WASHER SZ 802,"41,670.00",SKYZEN
3353,17-06-2019,SI-SOV 102,ANDHRA,VK ENTERPRISES,TROLLY SUITCASE,"2,000.00",SKYZEN
3354,17-06-2019,SI-SOV 103,ANDHRA,SURYA ELECTRONICS,TROLLY SUITCASE,"2,000.00",SKYZEN
3355,17-06-2019,SI-SOV 104,ANDHRA,SRI VIJAYA SAI AGENCIES,SKY SEMI WM SD 72R BUCKET,"13,980.00",SKYZEN
3356,17-06-2019,SI-SOV 105,ANDHRA,CITY LIGHT HOUSE,SKY WASHER SZ 802,"129,000.00",SKYZEN
3357,17-06-2019,SI-SOV 106,ANDHRA,GVS TECHNOLOGIES,TROLLY SUITCASE,"2,000.00",SKYZEN
3358,17-06-2019,SI-STIPG 28,ANDHRA,SAI TEJA INDO PLAST HYD,SKY SEMI WM SD 68R,"192,000.00",SKYZEN
3359,17-06-2019,TG-SI-V 10,GOLLAPUDI,JAYAENTERPRISES,SKY Hippo Chill 4500,"17,400.00",SKYZEN
3360,17-06-2019,TG-SI-V 10,GOLLAPUDI,JAYAENTERPRISES,TYPHOON AIR COOLER,"32,800.00",CVCRM
3361,17-06-2019,TG-SI-V 10,GOLLAPUDI,JAYAENTERPRISES,TYPHOON AIR WHITE COOLER,"49,200.00",CVCRM
3362,17-06-2019,TG-SI-V 10,GOLLAPUDI,JAYAENTERPRISES,SKY Smart Cool 18ALH,"20,000.00",SKYZEN
3363,17-06-2019,TO-SI-ONG 30,ONGOLE,SRI GAYATRI ELECTRONICS,TYPHOON AIR WHITE COOLER,"40,000.00",CVCRM
3364,17-06-2019,TO-SI-ONG 31,ONGOLE,MURALI ELECTRONICS,TYPHOON AIR WHITE COOLER,"90,200.00",CVCRM
3365,18-06-2019,SI-CBO 135,ANDHRA,SRI VENKATESWARA ELECTRONICS & FURNITURE,AIRCOOLER,"56,000.00",CVCRM
3366,18-06-2019,SI-SCO 60,ANDHRA,EWEL GROUP INDIA PVT LTD,AURA SMART HC,"11,782.00",SKYZEN
3367,18-06-2019,SI-SCO 60,ANDHRA,EWEL GROUP INDIA PVT LTD,AURA WIND WITH TROLL,"17,728.00",SKYZEN
3368,18-06-2019,SI-SCV 119,ANDHRA,VIJAY TV HOME,SKY Smile Blower,"18,000.00",SKYZEN
3369,18-06-2019,SI-SLH 69,TELANGANA,SRIDHAR AGENCIES,SKYZEN LED M24D,"29,000.00",SKYZEN
3370,18-06-2019,SI-SLH 69,TELANGANA,SRIDHAR AGENCIES,SKYZEN LED M32,"46,200.00",SKYZEN
3371,18-06-2019,SI-SLH 70,TELANGANA,SRIDHAR AGENCIES,SKYZEN LED M42S,"33,000.00",SKYZEN
3372,18-06-2019,SI-SOH 110,TELANGANA,RS ENTERPRISES,SKY WASHER SZ 802,"101,675.00",SKYZEN
3373,18-06-2019,SI-SOH 110,TELANGANA,RS ENTERPRISES,SKY WATER DIS 21B FSR,"13,580.00",SKYZEN
3374,18-06-2019,SI-SOH 111,TELANGANA,RISHI ENTERPRISES,SKY WASHER SZ 802,"89,474.00",SKYZEN
3375,18-06-2019,SI-STIPH 12,TELANGANA,SAI TEJA INDO PLAST VJA,SKYZEN LED M32M,"72,000.00",SKYZEN
3376,18-06-2019,SI-STIPH 12,TELANGANA,SAI TEJA INDO PLAST VJA,SKYZEN LED VQ32,"96,000.00",SKYZEN
3377,18-06-2019,TO-SI-ONG 32,ONGOLE,SRI RADHAKRISHNA AGENCIES(GURUNADAM DARSI),STORM BODY,"33,000.00",CVCRM
3378,18-06-2019,TO-SI-ONG 32,ONGOLE,SRI RADHAKRISHNA AGENCIES(GURUNADAM DARSI),CVCRM FAN BLADE,"6,000.00",SKYZEN
3379,19-06-2019,CSI-CONG 115,ONGOLE,CASH ACCOUNT NANO,TYPHOON AIR COOLER,"3,500.00",CVCRM
3380,19-06-2019,CSI-CONG 116,ONGOLE,CASH ACCOUNT NANO,TYPHOON AIR COOLER,"3,500.00",CVCRM
3381,19-06-2019,CSI-CONG 117,ONGOLE,CASH ACCOUNT NANO,SAFARI AIR COOLER,"2,000.00",CVCRM
3382,19-06-2019,CSI-ONG 113,ANDHRA,CASH ACCOUNT NANO,SKY Smart Cool 18ALR LCD-H,"11,000.00",SKYZEN
3383,19-06-2019,CSI-ONG 114,ANDHRA,CASH ACCOUNT NANO,SKY Hippo Chill 4500,"7,500.00",SKYZEN
3384,19-06-2019,CSI-ONG 115,ANDHRA,CASH ACCOUNT NANO,TYPHOON AIR COOLER,"1,500.00",CVCRM
3385,19-06-2019,CSI-ONG 116,ANDHRA,CASH ACCOUNT NANO,TYPHOON AIR COOLER,"1,500.00",CVCRM
3386,19-06-2019,CSI-ONG 117,ANDHRA,CASH ACCOUNT NANO,SAFARI AIR COOLER,"1,500.00",CVCRM
3387,19-06-2019,SI-CCBO 135,ONGOLE,SRI VENKATESWARA ELECTRONICS & FURNITURE,TYPHOON AL WHITE AIRCOLER,"58,800.00",CVCRM
3388,19-06-2019,SI-CCBO 135,ONGOLE,SRI VENKATESWARA ELECTRONICS & FURNITURE,TAX FOR COOLERS,"8,540.00",CVCRM
3389,19-06-2019,SI-CCBO 135,ONGOLE,SRI VENKATESWARA ELECTRONICS & FURNITURE,CD 120 COMMON MOTOR,"4,250.00",SERVICE
3390,19-06-2019,SI-CCBO 135,ONGOLE,SRI VENKATESWARA ELECTRONICS & FURNITURE,SKY DRAIN PLUG,50.00,SERVICE
3391,19-06-2019,SI-CCBO 135,ONGOLE,SRI VENKATESWARA ELECTRONICS & FURNITURE,CVCRM TANK,600.00,CVCRM
3392,19-06-2019,SI-CRMV 61,ANDHRA,DIVYA ELECTRONICS AND ELECTRICALS,CD 120 COMMON MOTOR,"5,100.00",SERVICE
3393,19-06-2019,SI-SCV 120,ANDHRA,SRINIVASA ELE  GUDIWADA,SKY Smile Blower,"16,200.00",SKYZEN
3394,19-06-2019,SI-SLH 71,TELANGANA,RAJU ELECTRONICS,SKYZEN LED M32,"27,270.00",SKYZEN
3395,19-06-2019,SI-SLH 71,TELANGANA,RAJU ELECTRONICS,SKYZEN LED M32S,"34,770.00",SKYZEN
3396,19-06-2019,SI-SLH 71,TELANGANA,RAJU ELECTRONICS,TROLLY SUITCASE,"8,000.00",SKYZEN
3397,19-06-2019,SI-SLH 72,TELANGANA,RAJU ELECTRONICS,SKYZEN LED M42S,"79,960.00",SKYZEN
